uuid,scenario,round,profile,trust,ethnicity,age,class,education,sex,choice,selected
uuid:6c7b6c72-bbdf-4ad5-a567-8751273c927d,2,1,A,1,Serb,67,Upper,None,Male,B,0
uuid:6c7b6c72-bbdf-4ad5-a567-8751273c927d,2,1,B,2,Serb,67,Lower,Primary school,Female,B,1
uuid:6c7b6c72-bbdf-4ad5-a567-8751273c927d,2,2,A,4,Bosniak,49,Middle,Primary school,Female,A,1
uuid:6c7b6c72-bbdf-4ad5-a567-8751273c927d,2,2,B,1,Croat,67,Upper,Primary school,Female,A,0
uuid:6c7b6c72-bbdf-4ad5-a567-8751273c927d,2,3,A,1,Serb,49,Upper,None,Male,B,0
uuid:6c7b6c72-bbdf-4ad5-a567-8751273c927d,2,3,B,2,Croat,23,Lower,None,Female,B,1
uuid:e707ea48-18c8-4419-97ec-160befff205b,1,1,A,3,Serb,23,Upper,Primary school,Male,A,1
uuid:e707ea48-18c8-4419-97ec-160befff205b,1,1,B,3,Bosniak,49,Middle,None,Female,A,0
uuid:e707ea48-18c8-4419-97ec-160befff205b,1,2,A,3,Bosniak,23,Middle,Primary school,Male,A,1
uuid:e707ea48-18c8-4419-97ec-160befff205b,1,2,B,2,Serb,23,Upper,University,Female,A,0
uuid:e707ea48-18c8-4419-97ec-160befff205b,1,3,A,2,Serb,49,Lower,University,Male,B,0
uuid:e707ea48-18c8-4419-97ec-160befff205b,1,3,B,3,Croat,49,Middle,University,Male,B,1
uuid:e707ea48-18c8-4419-97ec-160befff205b,2,1,A,3,Croat,49,Middle,Primary school,Male,A,1
uuid:e707ea48-18c8-4419-97ec-160befff205b,2,1,B,2,Serb,49,Upper,University,Male,A,0
uuid:e707ea48-18c8-4419-97ec-160befff205b,2,2,A,3,Bosniak,67,Middle,Primary school,Female,A,1
uuid:e707ea48-18c8-4419-97ec-160befff205b,2,2,B,2,Serb,49,Middle,None,Female,A,0
uuid:e707ea48-18c8-4419-97ec-160befff205b,2,3,A,2,Serb,49,Middle,None,Female,B,0
uuid:e707ea48-18c8-4419-97ec-160befff205b,2,3,B,3,Bosniak,49,Upper,University,Male,B,1
uuid:56900ece-42b5-4b68-9872-c66c52969fac,1,1,A,2,Croat,49,Middle,None,Male,B,0
uuid:56900ece-42b5-4b68-9872-c66c52969fac,1,1,B,4,Bosniak,23,Middle,Primary school,Male,B,1
uuid:56900ece-42b5-4b68-9872-c66c52969fac,1,2,A,2,Serb,23,Middle,None,Female,B,0
uuid:56900ece-42b5-4b68-9872-c66c52969fac,1,2,B,3,Bosniak,49,Upper,University,Female,B,1
uuid:56900ece-42b5-4b68-9872-c66c52969fac,1,3,A,4,Bosniak,49,Lower,None,Female,A,1
uuid:56900ece-42b5-4b68-9872-c66c52969fac,1,3,B,2,Croat,67,Middle,University,Female,A,0
uuid:56900ece-42b5-4b68-9872-c66c52969fac,2,1,A,4,Bosniak,67,Lower,None,Female,A,1
uuid:56900ece-42b5-4b68-9872-c66c52969fac,2,1,B,1,Serb,67,Middle,None,Female,A,0
uuid:56900ece-42b5-4b68-9872-c66c52969fac,2,2,A,2,Croat,49,Middle,University,Female,B,0
uuid:56900ece-42b5-4b68-9872-c66c52969fac,2,2,B,4,Bosniak,49,Lower,University,Female,B,1
uuid:56900ece-42b5-4b68-9872-c66c52969fac,2,3,A,2,Croat,49,Middle,University,Female,B,0
uuid:56900ece-42b5-4b68-9872-c66c52969fac,2,3,B,4,Bosniak,49,Middle,Primary school,Female,B,1
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,1,1,A,2,Bosniak,67,Upper,Primary school,Male,B,0
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,1,1,B,3,Croat,49,Middle,University,Female,B,1
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,1,2,A,2,Serb,23,Upper,University,Female,B,0
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,1,2,B,3,Bosniak,67,Middle,Primary school,Female,B,1
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,1,3,A,4,Bosniak,67,Middle,None,Female,A,1
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,1,3,B,1,Serb,67,Middle,None,Male,A,0
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,2,1,A,2,Serb,49,Upper,None,Female,A,1
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,2,1,B,1,Croat,23,Upper,None,Male,A,0
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,2,2,A,2,Bosniak,49,Lower,Primary school,Male,B,0
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,2,2,B,2,Serb,67,Upper,Primary school,Female,B,1
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,2,3,A,2,Serb,49,Middle,None,Female,B,0
uuid:9a55cd0f-4032-41be-a5e2-85959da75528,2,3,B,2,Croat,49,Upper,Primary school,Female,B,1
uuid:72a68762-d368-47ff-9783-d2697bd606dd,1,1,A,3,Croat,23,Lower,None,Male,A,1
uuid:72a68762-d368-47ff-9783-d2697bd606dd,1,1,B,2,Bosniak,67,Lower,Primary school,Male,A,0
uuid:72a68762-d368-47ff-9783-d2697bd606dd,1,2,A,2,Serb,23,Lower,None,Male,A,1
uuid:72a68762-d368-47ff-9783-d2697bd606dd,1,2,B,1,Serb,49,Middle,University,Male,A,0
uuid:72a68762-d368-47ff-9783-d2697bd606dd,1,3,A,2,Croat,67,Middle,University,Female,B,0
uuid:72a68762-d368-47ff-9783-d2697bd606dd,1,3,B,4,Bosniak,23,Upper,Primary school,Female,B,1
uuid:72a68762-d368-47ff-9783-d2697bd606dd,2,1,A,4,Bosniak,23,Upper,Primary school,Female,A,1
uuid:72a68762-d368-47ff-9783-d2697bd606dd,2,1,B,2,Bosniak,49,Middle,University,Male,A,0
uuid:72a68762-d368-47ff-9783-d2697bd606dd,2,2,A,2,Croat,49,Middle,University,Male,A,1
uuid:72a68762-d368-47ff-9783-d2697bd606dd,2,2,B,1,Croat,49,Upper,None,Male,A,0
uuid:72a68762-d368-47ff-9783-d2697bd606dd,2,3,A,1,Croat,23,Upper,None,Male,B,0
uuid:72a68762-d368-47ff-9783-d2697bd606dd,2,3,B,2,Serb,23,Upper,University,Female,B,1
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,1,1,A,1,Bosniak,67,Upper,None,Female,B,0
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,1,1,B,2,Croat,49,Middle,University,Female,B,1
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,1,2,A,4,Serb,49,Middle,Primary school,Female,A,1
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,1,2,B,4,Serb,67,Upper,None,Male,A,0
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,1,3,A,1,Croat,67,Upper,None,Female,B,0
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,1,3,B,2,Croat,23,Middle,Primary school,Female,B,1
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,2,1,A,1,Bosniak,23,Upper,None,Male,B,0
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,2,1,B,2,Croat,23,Upper,Primary school,Male,B,1
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,2,2,A,2,Croat,49,Lower,None,Female,A,1
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,2,2,B,1,Croat,67,Middle,None,Male,A,0
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,2,3,A,1,Bosniak,49,Middle,None,Female,B,0
uuid:b0fdd74b-c27f-4c14-87b4-25e78fe431cf,2,3,B,2,Bosniak,23,Middle,Primary school,Female,B,1
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,1,1,A,1,Croat,23,Upper,University,Male,B,0
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,1,1,B,2,Bosniak,49,Lower,University,Female,B,1
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,1,2,A,1,Croat,23,Middle,None,Female,B,0
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,1,2,B,4,Serb,67,Middle,Primary school,Female,B,1
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,1,3,A,2,Croat,23,Lower,University,Female,A,1
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,1,3,B,1,Croat,67,Upper,University,Male,A,0
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,2,1,A,4,Serb,49,Lower,University,Male,A,1
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,2,1,B,1,Croat,49,Middle,Primary school,Male,A,0
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,2,2,A,4,Serb,67,Upper,Primary school,Female,A,1
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,2,2,B,2,Serb,67,Lower,Primary school,Female,A,0
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,2,3,A,3,Serb,23,Lower,Primary school,Female,B,0
uuid:657bc7c4-e2c2-4f0c-aa54-8ba094343476,2,3,B,4,Serb,67,Upper,Primary school,Female,B,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,1,1,A,3,Croat,49,Middle,University,Female,B,0
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,1,1,B,4,Serb,67,Upper,University,Male,B,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,1,2,A,4,Serb,67,Middle,University,Female,A,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,1,2,B,3,Bosniak,23,Lower,Primary school,Male,A,0
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,1,3,A,3,Bosniak,23,Upper,Primary school,Male,B,0
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,1,3,B,4,Croat,67,Upper,University,Male,B,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,2,1,A,4,Serb,23,Upper,University,Male,A,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,2,1,B,3,Serb,23,Upper,None,Male,A,0
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,2,2,A,3,Bosniak,49,Lower,University,Female,B,0
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,2,2,B,4,Serb,23,Middle,University,Female,B,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,2,3,A,4,Serb,49,Lower,University,Female,A,1
uuid:017d41fc-8a00-4340-89cf-d9ff5b6cfca5,2,3,B,3,Bosniak,67,Middle,University,Male,A,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,1,1,A,1,Croat,23,Lower,None,Female,B,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,1,1,B,2,Croat,23,Middle,Primary school,Female,B,1
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,1,2,A,1,Croat,23,Middle,Primary school,Male,B,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,1,2,B,2,Croat,23,Lower,None,Female,B,1
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,1,3,A,2,Croat,67,Lower,Primary school,Male,A,1
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,1,3,B,1,Bosniak,67,Lower,Primary school,Male,A,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,2,1,A,1,Croat,49,Lower,Primary school,Female,B,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,2,1,B,3,Serb,67,Lower,Primary school,Male,B,1
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,2,2,A,1,Bosniak,23,Lower,None,Male,B,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,2,2,B,2,Bosniak,23,Upper,None,Female,B,1
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,2,3,A,1,Bosniak,23,Middle,Primary school,Male,B,0
uuid:beb0bdc6-212c-43ae-913b-3026e23e593a,2,3,B,2,Bosniak,23,Middle,None,Female,B,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,1,1,A,2,Bosniak,49,Lower,None,Female,A,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,1,1,B,1,Croat,67,Upper,None,Female,A,0
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,1,2,A,2,Bosniak,67,Lower,Primary school,Female,A,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,1,2,B,1,Bosniak,49,Upper,Primary school,Female,A,0
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,1,3,A,1,Bosniak,49,Middle,None,Male,B,0
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,1,3,B,3,Serb,49,Upper,Primary school,Female,B,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,2,1,A,3,Serb,49,Lower,None,Female,A,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,2,1,B,2,Serb,23,Middle,Primary school,Female,A,0
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,2,2,A,3,Serb,23,Middle,University,Male,A,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,2,2,B,1,Bosniak,23,Upper,Primary school,Male,A,0
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,2,3,A,3,Serb,67,Lower,Primary school,Female,A,1
uuid:f26bc54e-932f-4c3a-81fb-56e3e8547ec4,2,3,B,1,Bosniak,49,Lower,Primary school,Male,A,0
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,1,1,A,5,Croat,49,Upper,None,Male,B,0
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,1,1,B,3,Bosniak,67,Middle,Primary school,Female,B,1
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,1,2,A,6,Bosniak,67,Upper,University,Male,A,1
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,1,2,B,6,Bosniak,49,Upper,None,Male,A,0
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,1,3,A,6,Bosniak,49,Middle,None,Male,A,1
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,1,3,B,6,Serb,49,Upper,Primary school,Female,A,0
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,2,1,A,6,Bosniak,49,Middle,University,Female,A,1
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,2,1,B,6,Bosniak,67,Upper,None,Male,A,0
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,2,2,A,6,Serb,23,Middle,Primary school,Female,A,1
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,2,2,B,6,Croat,23,Middle,University,Male,A,0
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,2,3,A,6,Bosniak,23,Upper,University,Male,A,1
uuid:1280f65e-c4c6-4c46-b238-77c1b5de2a72,2,3,B,6,Croat,23,Middle,None,Male,A,0
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,1,1,A,6,Croat,49,Lower,Primary school,Female,A,1
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,1,1,B,5,Croat,23,Middle,University,Female,A,0
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,1,2,A,7,Serb,49,Middle,University,Male,A,1
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,1,2,B,6,Bosniak,67,Lower,Primary school,Female,A,0
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,1,3,A,7,Croat,67,Upper,Primary school,Female,A,1
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,1,3,B,7,Serb,67,Upper,None,Male,A,0
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,2,1,A,7,Serb,67,Lower,Primary school,Female,A,1
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,2,1,B,7,Serb,23,Upper,None,Female,A,0
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,2,2,A,7,Croat,23,Lower,Primary school,Female,A,1
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,2,2,B,7,Croat,49,Upper,Primary school,Female,A,0
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,2,3,A,7,Bosniak,23,Lower,None,Male,A,1
uuid:ed9a01e3-0109-4fd9-876d-281e5d7d9b5d,2,3,B,7,Serb,67,Middle,Primary school,Male,A,0
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,1,1,A,6,Croat,23,Lower,University,Female,B,0
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,1,1,B,6,Serb,49,Lower,Primary school,Female,B,1
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,1,2,A,7,Serb,23,Upper,Primary school,Female,A,1
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,1,2,B,3,Serb,67,Middle,University,Female,A,0
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,1,3,A,7,Serb,67,Upper,University,Female,B,0
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,1,3,B,7,Bosniak,67,Lower,University,Male,B,1
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,2,1,A,4,Serb,49,Lower,University,Male,A,1
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,2,1,B,4,Serb,49,Upper,University,Female,A,0
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,2,2,A,5,Croat,23,Upper,None,Male,A,1
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,2,2,B,4,Serb,49,Lower,University,Female,A,0
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,2,3,A,4,Bosniak,23,Lower,None,Female,A,1
uuid:15dcb908-4037-4a67-b7b8-d13e8bc8403b,2,3,B,4,Bosniak,23,Upper,Primary school,Male,A,0
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,1,1,A,5,Serb,23,Lower,Primary school,Male,A,1
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,1,1,B,4,Serb,67,Upper,None,Male,A,0
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,1,2,A,6,Croat,67,Middle,Primary school,Female,A,1
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,1,2,B,6,Bosniak,23,Lower,University,Male,A,0
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,1,3,A,4,Croat,49,Upper,University,Male,B,0
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,1,3,B,5,Serb,23,Upper,University,Male,B,1
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,2,1,A,5,Croat,67,Middle,None,Male,A,1
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,2,1,B,4,Croat,67,Middle,University,Male,A,0
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,2,2,A,5,Serb,67,Upper,None,Male,A,1
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,2,2,B,5,Croat,49,Middle,None,Female,A,0
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,2,3,A,5,Serb,49,Lower,Primary school,Male,A,1
uuid:88e2edfb-32b8-4c6c-a368-7dabf7fb9bac,2,3,B,5,Serb,67,Lower,University,Female,A,0
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,1,1,A,5,Serb,49,Lower,None,Female,A,1
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,1,1,B,5,Croat,23,Lower,University,Male,A,0
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,1,2,A,7,Croat,23,Upper,University,Female,A,1
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,1,2,B,6,Bosniak,67,Middle,None,Female,A,0
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,1,3,A,7,Bosniak,49,Upper,None,Male,A,1
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,1,3,B,7,Serb,49,Lower,None,Female,A,0
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,2,1,A,6,Croat,49,Upper,Primary school,Male,A,1
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,2,1,B,6,Bosniak,23,Lower,Primary school,Female,A,0
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,2,2,A,7,Croat,67,Middle,University,Male,B,0
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,2,2,B,7,Croat,49,Lower,University,Female,B,1
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,2,3,A,7,Serb,49,Lower,None,Female,A,1
uuid:adc17c79-53ec-4216-a148-a3e0b23d4a97,2,3,B,7,Bosniak,49,Upper,University,Female,A,0
uuid:fd732252-f637-4311-8351-eb7fdf318cba,1,1,A,4,Croat,49,Middle,Primary school,Female,A,1
uuid:fd732252-f637-4311-8351-eb7fdf318cba,1,1,B,4,Serb,67,Middle,University,Male,A,0
uuid:fd732252-f637-4311-8351-eb7fdf318cba,1,2,A,7,Croat,23,Upper,University,Female,A,1
uuid:fd732252-f637-4311-8351-eb7fdf318cba,1,2,B,6,Croat,49,Upper,University,Male,A,0
uuid:fd732252-f637-4311-8351-eb7fdf318cba,1,3,A,6,Serb,49,Middle,Primary school,Female,B,0
uuid:fd732252-f637-4311-8351-eb7fdf318cba,1,3,B,7,Croat,23,Middle,Primary school,Female,B,1
uuid:fd732252-f637-4311-8351-eb7fdf318cba,2,1,A,7,Serb,23,Upper,Primary school,Female,A,1
uuid:fd732252-f637-4311-8351-eb7fdf318cba,2,1,B,7,Serb,49,Upper,None,Male,A,0
uuid:fd732252-f637-4311-8351-eb7fdf318cba,2,2,A,7,Croat,49,Middle,University,Female,A,1
uuid:fd732252-f637-4311-8351-eb7fdf318cba,2,2,B,7,Croat,23,Middle,None,Female,A,0
uuid:fd732252-f637-4311-8351-eb7fdf318cba,2,3,A,7,Croat,23,Upper,Primary school,Female,A,1
uuid:fd732252-f637-4311-8351-eb7fdf318cba,2,3,B,7,Bosniak,23,Middle,University,Male,A,0
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,1,1,A,4,Serb,67,Middle,None,Male,A,1
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,1,1,B,5,Serb,49,Lower,Primary school,Male,A,0
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,1,2,A,4,Serb,67,Middle,Primary school,Female,A,1
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,1,2,B,5,Bosniak,67,Lower,Primary school,Male,A,0
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,1,3,A,4,Croat,49,Middle,None,Male,A,1
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,1,3,B,6,Croat,49,Lower,Primary school,Female,A,0
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,2,1,A,6,Bosniak,67,Middle,University,Female,A,1
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,2,1,B,4,Serb,49,Upper,University,Male,A,0
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,2,2,A,6,Bosniak,49,Lower,None,Female,A,1
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,2,2,B,7,Bosniak,23,Middle,Primary school,Male,A,0
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,2,3,A,6,Bosniak,49,Middle,Primary school,Female,A,1
uuid:11638b93-8359-4d26-a3c5-18d8995d56c9,2,3,B,6,Bosniak,49,Middle,None,Male,A,0
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,1,1,A,-88,Croat,49,Upper,Primary school,Male,A,1
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,1,1,B,3,Croat,49,Lower,None,Male,A,0
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,1,2,A,3,Bosniak,49,Middle,University,Male,A,1
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,1,2,B,3,Serb,49,Upper,Primary school,Female,A,0
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,1,3,A,5,Serb,23,Upper,University,Female,A,1
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,1,3,B,3,Serb,23,Upper,None,Male,A,0
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,2,1,A,5,Croat,49,Middle,None,Male,A,1
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,2,1,B,4,Serb,49,Middle,Primary school,Female,A,0
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,2,2,A,6,Bosniak,49,Middle,Primary school,Female,A,1
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,2,2,B,5,Serb,23,Lower,University,Male,A,0
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,2,3,A,7,Bosniak,23,Upper,Primary school,Female,A,1
uuid:94b0a313-3302-4096-ad14-0bc1428d8517,2,3,B,7,Bosniak,49,Lower,None,Male,A,0
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,1,1,A,4,Bosniak,67,Lower,None,Female,A,1
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,1,1,B,4,Bosniak,23,Lower,Primary school,Female,A,0
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,1,2,A,3,Bosniak,49,Lower,Primary school,Female,A,1
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,1,2,B,5,Bosniak,23,Middle,None,Male,A,0
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,1,3,A,5,Serb,23,Middle,University,Female,A,1
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,1,3,B,4,Serb,49,Middle,None,Female,A,0
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,2,1,A,5,Croat,49,Upper,University,Female,A,1
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,2,1,B,3,Croat,67,Middle,None,Male,A,0
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,2,2,A,6,Croat,49,Middle,Primary school,Female,A,1
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,2,2,B,4,Serb,49,Lower,University,Female,A,0
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,2,3,A,4,Croat,49,Upper,None,Male,A,1
uuid:8ebbae47-75c3-41a5-89e9-9d5a2ada05d3,2,3,B,4,Serb,67,Lower,University,Male,A,0
uuid:5a790235-84bb-417e-9863-ed7f380b6843,1,1,A,5,Croat,23,Middle,University,Male,A,1
uuid:5a790235-84bb-417e-9863-ed7f380b6843,1,1,B,4,Bosniak,23,Middle,University,Male,A,0
uuid:5a790235-84bb-417e-9863-ed7f380b6843,1,2,A,6,Croat,67,Middle,Primary school,Male,A,1
uuid:5a790235-84bb-417e-9863-ed7f380b6843,1,2,B,6,Serb,67,Middle,Primary school,Male,A,0
uuid:5a790235-84bb-417e-9863-ed7f380b6843,1,3,A,5,Serb,49,Upper,None,Female,A,1
uuid:5a790235-84bb-417e-9863-ed7f380b6843,1,3,B,3,Croat,49,Upper,University,Male,A,0
uuid:5a790235-84bb-417e-9863-ed7f380b6843,2,1,A,5,Bosniak,23,Upper,University,Male,A,1
uuid:5a790235-84bb-417e-9863-ed7f380b6843,2,1,B,3,Serb,23,Middle,None,Male,A,0
uuid:5a790235-84bb-417e-9863-ed7f380b6843,2,2,A,7,Croat,49,Upper,University,Male,A,1
uuid:5a790235-84bb-417e-9863-ed7f380b6843,2,2,B,6,Bosniak,49,Upper,University,Male,A,0
uuid:5a790235-84bb-417e-9863-ed7f380b6843,2,3,A,6,Bosniak,67,Lower,Primary school,Male,A,1
uuid:5a790235-84bb-417e-9863-ed7f380b6843,2,3,B,4,Serb,49,Middle,University,Female,A,0
